passenger_name,tpep_pickup_datetime,tpep_dropoff_datetime,payment_method,passenger_count,trip_distance,fare_amount,tip_amount,tolls_amount,passenger_first_name,travel_time,travel_time_sec,total_amount
Patricia Coffey,2017-09-10 18:12:32,2017-09-10 18:26:12,Card,3,2.4,11.0,1.0,0.0,Coffey,0 days 00:13:40,820.0,12.0
Rebecca Morrison,2017-05-07 14:24:59,2017-05-07 14:31:34,Card,1,0.5,6.0,0.0,0.0,Morrison,0 days 00:06:35,395.0,6.0
Jacob Hernandez,2017-10-07 19:17:40,2017-10-07 19:31:26,Cash,1,3.5,13.5,2.85,0.0,Hernandez,0 days 00:13:46,826.0,16.35
Matthew Andrews,2017-05-23 15:40:25,2017-05-23 16:19:04,Cash,3,7.0,28.0,0.0,0.0,Andrews,0 days 00:38:39,2319.0,28.0
Melissa Fernandez,2017-06-06 02:08:36,2017-06-06 02:15:28,Card,1,1.9,8.0,2.0,0.0,Fernandez,0 days 00:06:52,412.0,10.0
David Schneider,2017-02-16 21:14:08,2017-02-16 21:30:04,Card,1,2.3,12.0,0.0,0.0,Schneider,0 days 00:15:56,956.0000000000001,12.0
Gabriel Johnson,2017-02-19 12:47:38,2017-02-19 12:52:20,Cash,1,1.26,6.0,0.68,0.0,Johnson,0 days 00:04:42,282.0,6.68
Courtney Flores,2017-07-07 21:29:19,2017-07-07 21:42:48,Card,2,1.0,9.5,0.0,0.0,Flores,0 days 00:13:29,809.0,9.5
Jacob Harvey,2017-09-17 13:25:03,2017-09-17 13:37:07,Cash,1,1.76,9.5,0.0,0.0,Harvey,0 days 00:12:04,724.0,9.5
Michael Cook,2017-04-04 23:19:30,2017-04-04 23:32:42,Cash,1,3.8,14.0,3.05,0.0,Cook,0 days 00:13:12,792.0,17.05
Scott Hayes,2017-09-28 09:13:17,2017-09-28 09:22:05,Card,1,1.88,8.5,0.0,0.0,Hayes,0 days 00:08:48,528.0,8.5
Elizabeth Miller,2017-03-08 21:10:43,2017-03-08 21:18:39,Card,1,1.2,7.0,1.65,0.0,Miller,0 days 00:07:56,476.00000000000006,8.65
Andrea Ross,2017-02-01 20:42:36,2017-02-01 20:47:47,Card,5,0.53,5.0,1.26,0.0,Ross,0 days 00:05:11,311.0,6.26
Noah Watson,2017-01-31 23:21:42,2017-01-31 23:40:48,Cash,1,4.8,17.5,1.5,0.0,Watson,0 days 00:19:06,1146.0,19.0
Casey Foley,2017-08-03 10:39:38,2017-08-03 10:50:03,Cash,3,1.24,9.0,1.5,0.0,Foley,0 days 00:10:25,625.0,10.5
Morgan Garza,2017-10-03 23:00:30,2017-10-03 23:30:02,Card,1,10.3,33.5,6.95,0.0,Garza,0 days 00:29:32,1772.0,40.45
Jessica Richardson,2017-06-09 23:29:39,2017-06-09 23:33:47,Cash,5,0.94,5.0,0.0,0.0,Richardson,0 days 00:04:08,248.00000000000003,5.0
Joshua Reid,2017-07-11 17:41:44,2017-07-11 17:49:46,Card,1,0.4,6.5,1.0,0.0,Reid,0 days 00:08:02,482.00000000000006,7.5
Shari Stephens,2017-11-04 12:16:18,2017-11-04 12:23:40,Card,1,1.3,7.0,1.95,0.0,Stephens,0 days 00:07:22,442.0,8.95
Patrick Smith,2017-12-24 11:58:35,2017-12-24 12:04:52,Card,1,2.2,9.0,0.0,0.0,Smith,0 days 00:06:17,377.0,9.0
Pamela Rodriguez,2017-09-06 20:40:59,2017-09-06 21:08:29,Cash,2,14.79,41.5,10.7,0.0,Rodriguez,0 days 00:27:30,1650.0,52.2
Cassidy Young,2017-08-20 20:25:32,2017-08-20 20:40:49,Card,2,3.3,13.5,2.22,0.0,Young,0 days 00:15:17,917.0000000000001,15.72
Wesley Nelson,2017-03-09 17:37:27,2017-03-09 17:47:48,Cash,2,1.5,8.5,2.0,0.0,Nelson,0 days 00:10:21,621.0,10.5
Daniel Moore,2017-10-14 04:24:41,2017-10-14 04:32:12,Card,1,1.1,7.0,1.65,0.0,Moore,0 days 00:07:31,451.0,8.65
Stanley Lucas,2017-08-04 07:41:46,2017-08-04 07:50:51,Card,1,1.06,7.5,1.66,0.0,Lucas,0 days 00:09:05,545.0,9.16
Michelle Beck,2017-09-20 06:40:32,2017-09-20 06:42:30,Cash,1,0.5,4.0,1.2,0.0,Beck,0 days 00:01:58,118.00000000000001,5.2
Nicole Moses MD,2017-05-31 16:34:56,2017-05-31 17:27:35,Card,1,18.47,52.0,11.46,0.0,MD,0 days 00:52:39,3159.0,63.46
Roberto Wilson,2017-08-19 11:39:08,2017-08-19 12:17:10,Cash,1,5.05,26.0,5.36,0.0,Wilson,0 days 00:38:02,2282.0,31.36
Alec Harrell,2017-01-15 20:53:40,2017-01-15 21:08:37,Card,5,3.75,13.5,2.0,0.0,Harrell,0 days 00:14:57,897.0,15.5
Stephanie Johnson,2017-10-08 17:54:28,2017-10-08 18:09:08,Card,2,2.0,11.0,0.0,0.0,Johnson,0 days 00:14:40,880.0,11.0
Brian Wright,2017-06-27 00:23:27,2017-06-27 00:33:18,Card,1,1.67,9.0,0.0,0.0,Wright,0 days 00:09:51,591.0,9.0
Robert Ray,2017-03-24 20:05:47,2017-03-24 20:11:59,Card,2,1.94,7.5,1.76,0.0,Ray,0 days 00:06:12,372.0,9.26
Lisa Watson,2017-12-20 15:00:51,2017-12-20 15:14:35,Card,1,1.7,10.5,2.25,0.0,Watson,0 days 00:13:44,824.0,12.75
Elizabeth Hall,2017-03-17 07:15:02,2017-03-17 07:24:59,Cash,1,0.7,7.5,2.05,0.0,Hall,0 days 00:09:57,597.0,9.55
Sarah Snyder,2017-10-26 09:33:04,2017-10-26 10:08:40,Card,3,10.6,37.0,6.53,5.76,Snyder,0 days 00:35:36,2136.0,49.29
John Greer,2017-11-28 20:47:09,2017-11-28 21:22:38,Card,1,20.9,57.5,28.0,2.64,Greer,0 days 00:35:29,2129.0,88.14
Hannah Garcia,2017-10-23 12:18:38,2017-10-23 12:25:23,Cash,1,1.24,7.0,1.0,0.0,Garcia,0 days 00:06:45,405.0,8.0
Cheyenne Mendez,2017-02-23 00:14:54,2017-02-23 00:19:20,Cash,2,0.86,5.5,1.36,0.0,Mendez,0 days 00:04:26,266.0,6.86
Charles Mann,2017-01-11 07:31:33,2017-01-11 07:36:27,Cash,1,0.5,5.0,0.5,0.0,Mann,0 days 00:04:54,294.0,5.5
Miranda Evans,2017-04-14 08:18:43,2017-04-14 08:30:53,Cash,2,1.57,9.0,0.0,0.0,Evans,0 days 00:12:10,730.0,9.0
Micheal Peters,2017-07-27 19:43:49,2017-07-27 19:47:52,Cash,1,0.3,4.5,0.0,0.0,Peters,0 days 00:04:03,243.00000000000003,4.5
Darrell Flores,2017-10-03 08:48:20,2017-10-03 09:04:25,Cash,1,1.6,11.5,1.85,0.0,Flores,0 days 00:16:05,965.0000000000001,13.35
Jason Knight,2017-05-31 18:29:16,2017-05-31 18:42:24,Cash,1,1.38,9.5,2.26,0.0,Knight,0 days 00:13:08,788.0,11.76
Rachel Mora,2017-12-12 23:35:32,2017-12-12 23:41:52,Card,1,1.1,6.5,0.0,0.0,Mora,0 days 00:06:20,380.0,6.5
Dakota Douglas,2017-06-10 23:25:57,2017-06-10 23:34:09,Card,1,2.7,9.5,0.0,0.0,Douglas,0 days 00:08:12,492.00000000000006,9.5
Richard Anderson,2017-01-28 19:05:38,2017-01-28 19:15:05,Cash,1,1.2,7.5,1.66,0.0,Anderson,0 days 00:09:27,567.0,9.16
Sophia Patrick DVM,2017-08-19 10:26:30,2017-08-19 10:33:09,Cash,1,0.7,6.0,2.0,0.0,DVM,0 days 00:06:39,399.0,8.0
Sarah Crawford,2017-02-25 19:01:45,2017-02-25 19:06:33,Cash,1,0.6,5.0,1.15,0.0,Crawford,0 days 00:04:48,288.0,6.15
Rachel Oneal,2017-10-18 19:17:01,2017-10-18 19:27:03,Cash,1,0.4,7.5,1.3,0.0,Oneal,0 days 00:10:02,602.0,8.8
James Duncan,2017-10-29 02:19:18,2017-10-29 02:32:11,Cash,1,1.6,9.5,2.15,0.0,Duncan,0 days 00:12:53,773.0,11.65
Summer Ortiz,2017-08-17 12:46:28,2017-08-17 12:51:01,Cash,1,0.7,5.0,0.0,0.0,Ortiz,0 days 00:04:33,273.0,5.0
David Lyons,2017-01-21 01:14:39,2017-01-21 01:20:48,Cash,4,1.52,7.0,2.08,0.0,Lyons,0 days 00:06:09,369.0,9.08
Shannon Murillo,2017-11-19 20:38:40,2017-11-19 20:45:11,Cash,2,1.43,6.5,1.56,0.0,Murillo,0 days 00:06:31,391.0,8.06
Amanda Robinson,2017-06-21 15:52:20,2017-06-21 15:55:12,Cash,1,0.47,4.0,0.0,0.0,Robinson,0 days 00:02:52,172.0,4.0
Joseph Ward,2017-01-17 11:42:02,2017-01-17 11:52:12,Card,1,0.53,7.5,1.66,0.0,Ward,0 days 00:10:10,610.0,9.16
Christine Morgan,2017-06-15 14:55:22,2017-06-15 15:10:25,Cash,1,2.3,12.0,0.0,0.0,Morgan,0 days 00:15:03,903.0,12.0
Kimberly Lane,2017-10-31 21:05:23,2017-10-31 21:08:20,Cash,2,0.61,4.5,1.16,0.0,Lane,0 days 00:02:57,177.0,5.66
Felicia Allen,2017-01-01 16:20:45,2017-01-01 16:25:30,Card,1,1.5,6.5,1.45,0.0,Allen,0 days 00:04:45,285.0,7.95
Leah Reyes,2017-01-05 16:15:39,2017-01-05 16:25:50,Card,1,1.5,8.5,2.05,0.0,Reyes,0 days 00:10:11,611.0,10.55
Joanne Harrington,2017-11-28 20:40:05,2017-11-28 21:02:57,Card,2,4.37,17.5,3.76,0.0,Harrington,0 days 00:22:52,1372.0,21.259999999999998
Christopher Edwards,2017-11-05 13:57:58,2017-11-05 14:19:49,Cash,1,1.4,13.5,1.0,0.0,Edwards,0 days 00:21:51,1311.0,14.5
Angela Webb,2017-01-08 01:42:27,2017-01-08 02:12:30,Cash,1,10.99,32.5,0.0,0.0,Webb,0 days 00:30:03,1803.0,32.5
Carlos Rivera,2017-01-12 14:58:15,2017-01-12 15:12:40,Cash,1,1.14,10.0,2.16,0.0,Rivera,0 days 00:14:25,865.0,12.16
Alexander Anderson,2017-03-15 08:09:38,2017-03-15 08:16:21,Cash,1,0.64,5.5,0.0,0.0,Anderson,0 days 00:06:43,403.0,5.5
Cody Reilly,2017-06-11 12:17:14,2017-06-11 12:52:08,Card,1,3.44,22.0,0.0,0.0,Reilly,0 days 00:34:54,2094.0,22.0
Barbara Klein,2017-06-24 12:00:51,2017-06-24 12:03:36,Card,6,0.81,4.5,1.0,0.0,Klein,0 days 00:02:45,165.0,5.5
Sarah Schmidt,2017-01-25 09:35:42,2017-01-25 09:52:23,Card,1,2.16,8.5,0.0,0.0,Schmidt,0 days 00:16:41,1001.0000000000001,8.5
Alexis Burnett,2017-06-06 09:12:05,2017-06-06 09:18:33,Cash,2,0.71,6.0,0.0,0.0,Burnett,0 days 00:06:28,388.0,6.0
Jeremy Massey,2017-03-06 02:18:17,2017-03-06 02:31:10,Cash,1,6.93,20.5,0.0,0.0,Massey,0 days 00:12:53,773.0,20.5
Lisa Rocha,2017-02-11 02:32:01,2017-02-11 02:40:53,Card,1,2.28,9.5,2.16,0.0,Rocha,0 days 00:08:52,532.0,11.66
Maria Stewart,2017-07-19 12:16:27,2017-07-19 12:29:34,Card,3,1.52,10.0,2.7,0.0,Stewart,0 days 00:13:07,787.0,12.7
Terrence Warren,2017-02-23 13:56:29,2017-02-23 14:25:49,Cash,1,3.8,19.5,6.05,0.0,Warren,0 days 00:29:20,1760.0,25.55
Paul Smith,2017-11-04 19:46:26,2017-11-04 19:58:04,Cash,1,1.49,9.0,1.5,0.0,Smith,0 days 00:11:38,698.0,10.5
Sara Brooks,2017-03-18 07:36:34,2017-03-18 07:39:58,Cash,1,0.7,5.0,1.45,0.0,Brooks,0 days 00:03:24,204.0,6.45
Megan Doyle,2017-01-16 17:31:49,2017-01-16 18:28:18,Cash,1,16.67,52.0,0.0,0.0,Doyle,0 days 00:56:29,3389.0,52.0
Mr. Joe Brown,2017-10-13 07:32:22,2017-10-13 07:47:53,Cash,1,2.4,12.0,0.0,0.0,Brown,0 days 00:15:31,931.0000000000001,12.0
Trevor Wilson,2017-07-26 23:00:44,2017-07-26 23:11:23,Card,1,1.96,9.5,1.0,0.0,Wilson,0 days 00:10:39,639.0,10.5
Christina Poole,2017-05-23 18:20:08,2017-05-23 18:31:53,Cash,1,2.0,10.0,0.0,0.0,Poole,0 days 00:11:45,705.0,10.0
Nicholas Cantu,2017-02-13 22:28:12,2017-02-13 22:58:34,Cash,3,18.92,52.0,10.56,0.0,Cantu,0 days 00:30:22,1822.0,62.56
Beth Simmons,2017-06-21 13:38:39,2017-06-21 14:13:23,Cash,2,10.3,34.5,7.05,0.0,Simmons,0 days 00:34:44,2084.0,41.55
Kendra Oneal,2017-12-18 09:48:39,2017-12-18 10:12:27,Card,1,2.8,16.0,0.0,0.0,Oneal,0 days 00:23:48,1428.0,16.0
Benjamin Smith,2017-11-24 22:03:42,2017-11-24 22:21:00,Card,1,9.54,27.0,10.0,0.0,Smith,0 days 00:17:18,1038.0,37.0
Colton Nguyen,2017-08-15 02:46:40,2017-08-15 02:57:00,Card,1,2.6,10.5,2.0,0.0,Nguyen,0 days 00:10:20,620.0,12.5
Carrie Allen,2017-05-27 10:12:52,2017-05-27 10:20:57,Cash,1,1.5,7.5,0.0,0.0,Allen,0 days 00:08:05,485.00000000000006,7.5
Robin Shepard,2017-04-17 13:30:33,2017-04-17 13:55:10,Cash,1,5.1,21.0,4.35,0.0,Shepard,0 days 00:24:37,1477.0,25.35
Mary Brown,2017-11-28 07:34:33,2017-11-28 08:10:07,Cash,3,12.5,38.0,10.0,5.76,Brown,0 days 00:35:34,2134.0,53.76
Joseph Perez,2017-11-22 21:15:04,2017-11-22 21:18:50,Card,1,0.7,4.5,1.15,0.0,Perez,0 days 00:03:46,226.0,5.65
Margaret Thompson,2017-02-20 11:32:12,2017-02-20 11:42:17,Cash,5,1.4,8.5,1.86,0.0,Thompson,0 days 00:10:05,605.0,10.36
Savannah Smith,2017-07-22 08:03:10,2017-07-22 08:08:09,Cash,1,1.18,6.5,0.0,0.0,Smith,0 days 00:04:59,299.0,6.5
Jessica Castro,2017-12-01 20:55:56,2017-12-01 21:20:47,Card,1,2.67,16.0,3.46,0.0,Castro,0 days 00:24:51,1491.0,19.46
Steven Holloway,2017-07-14 09:16:19,2017-07-14 09:47:58,Cash,1,8.83,28.0,6.91,5.76,Holloway,0 days 00:31:39,1899.0000000000002,40.669999999999995
David Washington,2017-11-15 20:56:40,2017-11-15 21:02:28,Cash,1,1.0,6.5,1.55,0.0,Washington,0 days 00:05:48,348.0,8.05
Cody Buck,2017-08-29 08:19:12,2017-08-29 08:27:57,Card,1,1.86,8.5,1.0,0.0,Buck,0 days 00:08:45,525.0,9.5
Linda Robertson,2017-12-27 22:53:40,2017-12-27 23:18:05,Cash,1,16.53,44.5,9.16,0.0,Robertson,0 days 00:24:25,1465.0,53.66
Joan Schneider,2017-07-14 22:48:55,2017-07-14 23:03:37,Card,1,1.7,10.5,2.35,0.0,Schneider,0 days 00:14:42,882.0,12.85
Wesley Buckley,2017-09-18 11:49:06,2017-09-18 11:54:46,Cash,2,0.6,5.5,1.25,0.0,Buckley,0 days 00:05:40,340.0,6.75
Jessica Johns,2017-10-12 14:50:23,2017-10-12 15:12:18,Card,1,2.51,13.5,0.0,0.0,Johns,0 days 00:21:55,1315.0,13.5
Jenna King,2017-10-28 16:00:37,2017-10-28 16:45:55,Card,1,11.2,37.5,0.0,5.76,King,0 days 00:45:18,2718.0,43.26
Michael Weber,2017-09-19 00:26:52,2017-09-19 00:33:28,Card,6,0.69,6.0,0.0,0.0,Weber,0 days 00:06:36,396.0,6.0
Mark Graves,2017-02-27 05:55:07,2017-02-27 06:23:52,Cash,2,19.65,51.5,10.56,0.0,Graves,0 days 00:28:45,1725.0,62.06
Julie Bryant,2017-12-08 14:03:02,2017-12-08 14:14:22,Card,2,1.46,9.0,0.0,0.0,Bryant,0 days 00:11:20,680.0,9.0
David Benitez,2017-06-08 10:12:20,2017-06-08 10:21:52,Card,1,1.72,8.5,1.86,0.0,Benitez,0 days 00:09:32,572.0,10.36
Melinda Gomez,2017-12-22 20:11:22,2017-12-22 20:30:02,Card,1,2.5,13.5,0.0,0.0,Gomez,0 days 00:18:40,1120.0,13.5
Samuel Stevens,2017-05-18 13:44:55,2017-05-18 14:08:06,Card,1,1.2,14.0,0.0,0.0,Stevens,0 days 00:23:11,1391.0,14.0
Kaylee Wright,2017-05-12 01:33:15,2017-05-12 02:04:09,Card,1,4.7,21.0,0.0,0.0,Wright,0 days 00:30:54,1854.0000000000002,21.0
Jonathan Jefferson,2017-01-24 21:49:19,2017-01-24 21:53:42,Cash,1,0.78,5.0,0.0,0.0,Jefferson,0 days 00:04:23,263.0,5.0
Vickie Howard,2017-07-09 02:28:04,2017-07-09 02:39:12,Card,3,1.77,9.0,0.0,0.0,Howard,0 days 00:11:08,668.0,9.0
James Lewis,2017-01-29 12:57:19,2017-01-29 13:05:46,Card,5,2.54,9.5,0.0,0.0,Lewis,0 days 00:08:27,507.00000000000006,9.5
Paula Mitchell,2017-11-19 00:09:05,2017-11-19 00:19:21,Cash,1,2.03,9.5,0.0,0.0,Mitchell,0 days 00:10:16,616.0,9.5
Angela Stevens,2017-08-19 11:31:08,2017-08-19 11:38:55,Card,6,1.09,7.0,0.0,0.0,Stevens,0 days 00:07:47,467.00000000000006,7.0
Edwin Hernandez,2017-03-04 00:16:24,2017-03-04 00:27:16,Cash,2,1.7,8.5,1.0,0.0,Hernandez,0 days 00:10:52,652.0,9.5
Jennifer Reynolds,2017-07-27 19:23:17,2017-07-27 19:46:27,Cash,6,2.67,16.0,0.0,0.0,Reynolds,0 days 00:23:10,1390.0,16.0
Alec Mckenzie,2017-04-18 09:20:47,2017-04-18 09:49:45,Card,2,14.86,42.0,8.56,0.0,Mckenzie,0 days 00:28:58,1738.0,50.56
Denise Cortez,2017-04-19 16:54:52,2017-04-19 17:37:09,Card,1,4.67,26.5,7.08,0.0,Cortez,0 days 00:42:17,2537.0,33.58
Stanley West,2017-03-05 00:15:42,2017-03-05 00:39:52,Card,2,5.51,21.5,0.0,0.0,West,0 days 00:24:10,1450.0,21.5
Michael Lawrence,2017-07-31 08:14:35,2017-07-31 08:22:50,Cash,1,1.2,7.5,0.7,0.0,Lawrence,0 days 00:08:15,495.00000000000006,8.2
Diane Sanders,2017-05-31 11:15:38,2017-05-31 11:39:30,Cash,2,2.1,15.5,4.85,0.0,Sanders,0 days 00:23:52,1432.0,20.35
Robert Franco,2017-03-10 12:12:51,2017-03-10 12:16:31,Card,2,0.5,4.5,1.0,0.0,Franco,0 days 00:03:40,220.0,5.5
Vernon Harrison,2017-09-16 14:28:41,2017-09-16 14:31:51,Cash,5,0.53,4.5,0.8,0.0,Harrison,0 days 00:03:10,190.0,5.3
Linda Mooney,2017-10-26 11:06:51,2017-10-26 11:15:36,Card,1,0.5,6.5,0.0,0.0,Mooney,0 days 00:08:45,525.0,6.5
Jeffrey Nichols,2017-07-15 03:52:36,2017-07-15 04:07:17,Cash,1,7.3,22.0,0.0,0.0,Nichols,0 days 00:14:41,881.0,22.0
Brooke Ward,2017-02-25 13:14:15,2017-02-25 13:32:49,Cash,1,2.4,13.0,0.0,0.0,Ward,0 days 00:18:34,1114.0,13.0
Gabriela Smith,2017-12-09 02:10:27,2017-12-09 02:19:03,Cash,1,1.26,7.5,0.0,0.0,Smith,0 days 00:08:36,516.0,7.5
Alexis Curry,2017-03-31 19:31:27,2017-03-31 19:36:55,Card,1,0.63,5.0,2.0,0.0,Curry,0 days 00:05:28,328.0,7.0
Steven Cummings,2017-10-27 07:09:32,2017-10-27 07:16:42,Card,1,1.35,6.5,1.24,0.0,Cummings,0 days 00:07:10,430.0,7.74
Keith Fitzgerald,2017-07-06 23:18:20,2017-07-06 23:29:05,Card,1,1.5,9.0,0.0,0.0,Fitzgerald,0 days 00:10:45,645.0,9.0
Crystal Whitaker,2017-02-24 20:18:29,2017-02-24 20:28:59,Cash,1,1.35,8.5,0.0,0.0,Whitaker,0 days 00:10:30,630.0,8.5
Robert Jones,2017-11-28 14:35:43,2017-11-28 14:37:55,Card,1,0.5,4.0,0.95,0.0,Jones,0 days 00:02:12,132.0,4.95
Jenny Mcintosh,2017-03-07 23:06:44,2017-03-07 23:09:58,Card,1,0.55,4.5,0.0,0.0,Mcintosh,0 days 00:03:14,194.0,4.5
Heather Parker,2017-01-31 23:40:31,2017-01-31 23:56:10,Cash,1,6.35,20.0,3.26,5.54,Parker,0 days 00:15:39,939.0000000000001,28.799999999999997
Kyle Berry,2017-04-16 20:21:33,2017-04-16 20:46:35,Card,1,9.4,27.5,7.2,0.0,Berry,0 days 00:25:02,1502.0,34.7
Carl Norris,2017-07-12 18:58:56,2017-07-12 19:24:50,Card,1,4.48,19.5,0.0,0.0,Norris,0 days 00:25:54,1554.0,19.5
Steven Garcia,2017-05-15 14:58:27,2017-05-15 15:13:36,Card,1,1.1,10.0,0.0,0.0,Garcia,0 days 00:15:09,909.0,10.0
Terri Chang,2017-04-06 21:38:02,2017-04-06 21:47:13,Card,4,1.82,8.0,1.86,0.0,Chang,0 days 00:09:11,551.0,9.86
Joseph Nunez,2017-11-21 08:17:31,2017-11-21 08:36:23,Card,1,3.09,14.5,3.06,0.0,Nunez,0 days 00:18:52,1132.0,17.56
Edward Wade,2017-10-04 21:40:59,2017-10-04 22:03:31,Cash,6,5.37,20.5,2.0,0.0,Wade,0 days 00:22:32,1352.0,22.5
Brandon Snow,2017-01-03 14:43:25,2017-01-03 15:02:39,Cash,5,1.42,13.0,1.25,0.0,Snow,0 days 00:19:14,1154.0,14.25
Veronica Martin,2017-03-30 13:28:36,2017-03-30 13:46:19,Card,1,2.1,13.0,2.2,0.0,Martin,0 days 00:17:43,1063.0,15.2
Michael Torres,2017-09-10 14:38:22,2017-09-10 14:50:45,Cash,2,1.57,9.0,1.96,0.0,Torres,0 days 00:12:23,743.0,10.96
Denise Cummings,2017-05-23 15:13:02,2017-05-23 16:06:35,Cash,1,11.9,41.5,9.6,5.76,Cummings,0 days 00:53:33,3213.0,56.86
Heather Kline,2017-03-05 13:41:39,2017-03-05 13:43:52,Card,1,0.4,3.5,0.85,0.0,Kline,0 days 00:02:13,133.0,4.35
Zachary Mann,2017-04-09 14:38:44,2017-04-09 14:51:52,Cash,2,5.47,18.0,3.76,0.0,Mann,0 days 00:13:08,788.0,21.759999999999998
Jared Romero,2017-05-07 00:52:19,2017-05-07 01:05:54,Cash,1,2.6,11.5,2.56,0.0,Romero,0 days 00:13:35,815.0,14.06
Stacey Brown,2017-07-25 14:53:38,2017-07-25 14:59:18,Cash,1,0.6,5.5,0.0,0.0,Brown,0 days 00:05:40,340.0,5.5
Travis Romero,2017-02-03 11:39:06,2017-02-03 11:44:30,Cash,1,0.66,5.5,1.0,0.0,Romero,0 days 00:05:24,324.0,6.5
Jason Sandoval,2017-03-01 17:22:07,2017-03-01 18:12:01,Cash,1,18.13,52.0,12.57,5.54,Sandoval,0 days 00:49:54,2994.0,70.11
Jennifer Rush,2017-03-16 08:07:28,2017-03-16 08:14:51,Card,1,0.4,6.0,3.0,0.0,Rush,0 days 00:07:23,443.0,9.0
David Roberts,2017-01-21 15:38:15,2017-01-21 15:50:07,Card,1,1.28,9.0,1.0,0.0,Roberts,0 days 00:11:52,712.0,10.0
Lindsey Mcneil,2017-06-21 17:45:23,2017-06-21 17:50:53,Cash,1,0.8,5.5,1.8,0.0,Mcneil,0 days 00:05:30,330.0,7.3
Robert Allen,2017-10-27 19:14:37,2017-10-27 19:21:11,Card,2,0.91,6.0,1.56,0.0,Allen,0 days 00:06:34,394.0,7.5600000000000005
William Harris,2017-05-26 20:14:46,2017-05-26 20:52:10,Card,4,17.2,52.0,0.0,5.76,Harris,0 days 00:37:24,2244.0,57.76
Peter Collins,2017-05-14 14:47:34,2017-05-14 14:55:31,Card,3,1.65,8.0,1.76,0.0,Collins,0 days 00:07:57,477.00000000000006,9.76
Charles Garcia,2017-08-16 21:05:56,2017-08-16 21:56:29,Card,1,5.2,31.0,0.0,0.0,Garcia,0 days 00:50:33,3033.0,31.0
Lawrence Booker,2017-08-03 06:08:59,2017-08-03 06:25:55,Card,1,5.14,17.5,2.25,0.0,Booker,0 days 00:16:56,1016.0000000000001,19.75
Christopher Mejia,2017-04-06 14:52:12,2017-04-06 15:08:22,Card,1,1.3,11.0,0.0,0.0,Mejia,0 days 00:16:10,970.0000000000001,11.0
Kathryn Lewis,2017-02-05 16:16:56,2017-02-05 16:25:51,Cash,4,1.3,7.5,1.65,0.0,Lewis,0 days 00:08:55,535.0,9.15
Lori Smith,2017-06-27 17:41:54,2017-06-27 17:49:13,Cash,2,0.81,6.5,1.66,0.0,Smith,0 days 00:07:19,439.0,8.16
Lisa Jones,2017-02-27 17:13:42,2017-02-27 17:23:21,Cash,1,1.91,8.5,1.5,0.0,Jones,0 days 00:09:39,579.0,10.0
Eddie Rivera,2017-01-21 13:59:38,2017-01-21 14:09:01,Card,1,1.73,8.5,0.0,0.0,Rivera,0 days 00:09:23,563.0,8.5
Devon Mckay,2017-06-30 11:02:24,2017-06-30 11:32:23,Card,1,8.8,30.0,6.16,0.0,Mckay,0 days 00:29:59,1799.0,36.16
Gregory Davis,2017-08-23 18:09:37,2017-08-23 18:17:16,Cash,1,1.1,6.5,1.0,0.0,Davis,0 days 00:07:39,459.00000000000006,7.5
Kyle Smith,2017-03-03 06:42:52,2017-03-03 06:48:34,Cash,1,1.02,6.0,0.0,0.0,Smith,0 days 00:05:42,342.0,6.0
Jared Smith,2017-04-23 03:23:41,2017-04-23 03:38:17,Card,1,3.68,14.0,1.5,0.0,Smith,0 days 00:14:36,876.0,15.5
John Griffin,2017-08-24 18:56:56,2017-08-24 19:30:38,Card,1,10.0,33.0,0.0,5.76,Griffin,0 days 00:33:42,2022.0000000000002,38.76
Michael Palmer,2017-08-11 15:04:24,2017-08-11 15:29:40,Cash,3,4.4,19.0,1.98,0.0,Palmer,0 days 00:25:16,1516.0,20.98
Megan Drake,2017-02-04 22:49:37,2017-02-04 23:07:19,Card,1,1.81,11.5,2.56,0.0,Drake,0 days 00:17:42,1062.0,14.06
Rebecca Robinson,2017-01-02 06:48:28,2017-01-02 06:54:14,Card,2,1.84,8.0,0.0,0.0,Robinson,0 days 00:05:46,346.0,8.0
Ian Bell,2017-10-03 10:15:05,2017-10-03 10:34:15,Card,1,1.35,12.0,2.56,0.0,Bell,0 days 00:19:10,1150.0,14.56
Gerald Cook,2017-11-19 13:46:20,2017-11-19 13:52:31,Card,1,1.5,7.0,1.55,0.0,Cook,0 days 00:06:11,371.0,8.55
April Hood,2017-05-27 09:22:35,2017-05-27 09:25:40,Card,1,0.6,4.5,1.05,0.0,Hood,0 days 00:03:05,185.0,5.55
Christopher Schultz,2017-05-22 14:56:23,2017-05-22 15:02:33,Cash,2,0.8,5.5,1.0,0.0,Schultz,0 days 00:06:10,370.0,6.5
Ronald Huerta DVM,2017-08-21 11:07:24,2017-08-21 11:21:47,Card,3,2.26,11.0,2.95,0.0,DVM,0 days 00:14:23,863.0,13.95
Victoria Cisneros,2017-03-30 21:45:09,2017-03-30 22:33:23,Cash,1,7.1,32.0,0.0,0.0,Cisneros,0 days 00:48:14,2894.0,32.0
David Jones,2017-11-26 17:51:02,2017-11-26 17:54:57,Card,2,0.88,5.0,1.16,0.0,Jones,0 days 00:03:55,235.00000000000003,6.16
Maria Foster,2017-06-27 22:50:59,2017-06-27 23:08:45,Cash,1,4.9,17.5,5.6,0.0,Foster,0 days 00:17:46,1066.0,23.1
